,exp,edu,scale,avgsalary,lnsalary,city,type,industry
5519,无工作经验,大专,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件
5520,无工作经验,大专,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件
5521,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5522,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5523,无工作经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,计算机服务(系统、数据服务、维修)
5524,无工作经验,本科,150-500人,2.5,0.9162907318741552,其他,民营公司,计算机服务(系统、数据服务、维修)
5525,3-4年经验,本科,150-500人,15.0,2.7080502011022096,深圳,民营公司,计算机服务(系统、数据服务、维修)
5526,2年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,计算机服务(系统、数据服务、维修)
5527,2年经验,本科,150-500人,12.0,2.4849066497880004,杭州,民营公司,计算机服务(系统、数据服务、维修)
5528,1年经验,大专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5529,1年经验,大专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5530,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5531,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5532,无工作经验,高中,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5533,1年经验,大专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5534,5-7年经验,本科,10000人以上,14.583333333333336,2.6798793241355137,广州,上市公司,互联网/电子商务
5535,5-7年经验,本科,10000人以上,14.583333333333336,2.6798793241355137,广州,上市公司,互联网/电子商务
5536,1年经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5537,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5538,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5539,无工作经验,本科,少于50人,5.25,1.6582280766035324,合肥,民营公司,其他
5540,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5541,1年经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5542,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5543,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5544,1年经验,本科,50-150人,11.5,2.4423470353692043,深圳,民营公司,互联网/电子商务
5545,3-4年经验,本科,500-1000人,14.0,2.6390573296152584,其他,民营公司,其他
5546,1年经验,大专,500-1000人,6.5,1.8718021769015916,其他,民营公司,其他
5547,1年经验,大专,500-1000人,11.0,2.3978952727983707,其他,民营公司,其他
5548,无工作经验,无学历要求,500-1000人,2.25,0.8109302162163288,其他,民营公司,其他
5549,3-4年经验,本科,10000人以上,15.0,2.7080502011022096,北京,上市公司,计算机软件
5550,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5551,无工作经验,无学历要求,50-150人,4.5,1.5040773967762742,其他,民营公司,计算机软件
5552,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5553,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5554,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5555,无工作经验,中专,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5556,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5557,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5558,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5559,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5560,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件
5561,2年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,互联网/电子商务
5562,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5563,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5564,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5565,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5566,1年经验,中专,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5567,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5568,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5569,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5570,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5571,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5572,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5573,5-7年经验,无学历要求,10000人以上,35.0,3.555348061489413,其他,民营公司,计算机软件
5574,1年经验,大专,10000人以上,7.0,1.9459101490553128,南京,外资企业,互联网/电子商务
5575,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5576,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5577,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5578,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券
5579,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5580,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5581,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5582,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5583,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5584,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5585,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5586,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5587,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5588,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5589,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5590,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5591,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5592,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5593,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5594,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5596,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5597,1年经验,大专,500-1000人,5.25,1.6582280766035324,南京,民营公司,计算机软件
5598,1年经验,大专,500-1000人,5.0,1.6094379124341005,南京,民营公司,计算机软件
5599,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5600,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5601,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5602,3-4年经验,本科,1000-5000人,17.0,2.8332133440562166,广州,民营公司,互联网/电子商务
5603,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5604,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5605,2年经验,大专,150-500人,12.5,2.525728644308256,杭州,民营公司,互联网/电子商务
5606,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5607,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5608,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,其他,民营公司,教育/培训/院校
5609,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券
5610,无工作经验,大专,150-500人,5.25,1.6582280766035324,广州,民营公司,金融/投资/证券
5611,无工作经验,大专,150-500人,5.25,1.6582280766035324,广州,民营公司,金融/投资/证券
5612,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,广州,合资,金融/投资/证券
5613,无工作经验,中专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5614,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5615,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5616,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券
5617,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5618,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5619,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5620,无工作经验,本科,500-1000人,10.416666666666668,2.3434070875143007,广州,民营公司,金融/投资/证券
5621,无工作经验,本科,500-1000人,10.416666666666668,2.3434070875143007,广州,民营公司,金融/投资/证券
5622,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5623,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5624,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5625,无工作经验,高中,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
5626,2年经验,本科,5000-10000人,12.5,2.525728644308256,深圳,合资,金融/投资/证券
5627,1年经验,本科,5000-10000人,11.5,2.4423470353692043,深圳,合资,金融/投资/证券
5628,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5629,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5630,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5631,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5632,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5633,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5634,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5635,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5636,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5637,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5638,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5639,无工作经验,本科,500-1000人,10.416666666666668,2.3434070875143007,广州,民营公司,金融/投资/证券
5640,无工作经验,大专,500-1000人,10.416666666666668,2.3434070875143007,广州,民营公司,金融/投资/证券
5641,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5642,无工作经验,大专,150-500人,17.5,2.862200880929469,广州,民营公司,金融/投资/证券
5643,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5644,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5645,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5646,无工作经验,本科,500-1000人,14.583333333333336,2.6798793241355137,广州,民营公司,金融/投资/证券
5647,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5648,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5649,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5650,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5651,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5652,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
5653,无工作经验,无学历要求,50-150人,3.75,1.3217558399823195,广州,民营公司,互联网/电子商务
5654,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5655,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5656,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5657,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
5658,无工作经验,高中,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
