,exp,edu,scale,avgsalary,lnsalary,city,type,industry,indu1
5435,无工作经验,本科,50-150人,9.0,2.19722457733622,上海,民营公司,互联网/电子商务,互联网/电子商务
5436,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,广州,外资企业,快速消费品(食品、饮料、化妆品),其他
5437,无工作经验,无学历要求,500-1000人,3.75,1.3217558399823195,北京,国企,通信/电信运营、增值服务,其他
5438,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,杭州,国企,通信/电信运营、增值服务,其他
5439,1年经验,本科,500-1000人,8.0,2.079441541679836,合肥,国企,通信/电信运营、增值服务,其他
5440,1年经验,本科,500-1000人,8.0,2.079441541679836,北京,国企,通信/电信运营、增值服务,其他
5441,1年经验,本科,10000人以上,15.0,2.7080502011022096,广州,上市公司,互联网/电子商务,互联网/电子商务
5442,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5443,1年经验,大专,50-150人,9.0,2.19722457733622,北京,民营公司,金融/投资/证券,金融/投资/证券
5444,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5445,无工作经验,中专,150-500人,7.0,1.9459101490553128,深圳,民营公司,金融/投资/证券,金融/投资/证券
5446,无工作经验,高中,50-150人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
5447,无工作经验,无学历要求,500-1000人,10.5,2.3513752571634776,上海,国企,互联网/电子商务,互联网/电子商务
5448,无工作经验,本科,1000-5000人,5.25,1.6582280766035324,广州,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
5449,5年以上工作经验,本科,500-1000人,12.5,2.525728644308256,广州,外资企业,其他,其他
5450,2年经验,大专,50-150人,7.5,2.0149030205422647,其他,合资,其他,其他
5451,无工作经验,无学历要求,50-150人,16.0,2.772588722239781,北京,创业公司,计算机软件,计算机软件
5452,2年经验,本科,150-500人,12.0,2.4849066497880004,南京,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5453,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5454,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5455,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
5456,无工作经验,高中,150-500人,10.5,2.3513752571634776,北京,民营公司,金融/投资/证券,金融/投资/证券
5457,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5458,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5459,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5460,2年经验,本科,150-500人,7.5,2.0149030205422647,合肥,民营公司,互联网/电子商务,互联网/电子商务
5461,无工作经验,高中,150-500人,6.25,1.8325814637483104,广州,民营公司,金融/投资/证券,金融/投资/证券
5462,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5463,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5464,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
5465,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5466,无工作经验,大专,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
5467,无工作经验,大专,1000-5000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
5468,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5469,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5470,无工作经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5471,无工作经验,本科,150-500人,2.5,0.9162907318741552,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5472,3-4年经验,本科,150-500人,15.0,2.7080502011022096,深圳,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5473,2年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5474,2年经验,本科,150-500人,12.0,2.4849066497880004,杭州,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5475,1年经验,大专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5476,1年经验,大专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5477,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5478,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5479,无工作经验,高中,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5480,1年经验,大专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5481,5年以上工作经验,本科,10000人以上,14.583333333333336,2.6798793241355137,广州,上市公司,互联网/电子商务,互联网/电子商务
5482,5年以上工作经验,本科,10000人以上,14.583333333333336,2.6798793241355137,广州,上市公司,互联网/电子商务,互联网/电子商务
5483,1年经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5484,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5485,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5486,无工作经验,本科,少于50人,5.25,1.6582280766035324,合肥,民营公司,其他,其他
5487,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5488,1年经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5489,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5490,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5491,1年经验,本科,50-150人,11.5,2.4423470353692043,深圳,民营公司,互联网/电子商务,互联网/电子商务
5492,3-4年经验,本科,500-1000人,14.0,2.6390573296152584,其他,民营公司,其他,其他
5493,1年经验,大专,500-1000人,6.5,1.8718021769015916,其他,民营公司,其他,其他
5494,1年经验,大专,500-1000人,11.0,2.3978952727983707,其他,民营公司,其他,其他
5495,无工作经验,无学历要求,500-1000人,2.25,0.8109302162163288,其他,民营公司,其他,其他
5496,3-4年经验,本科,10000人以上,15.0,2.7080502011022096,北京,上市公司,计算机软件,计算机软件
5497,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5498,无工作经验,无学历要求,50-150人,4.5,1.5040773967762742,其他,民营公司,计算机软件,计算机软件
5499,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5500,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5501,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5502,无工作经验,中专,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5503,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5504,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5505,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5506,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5507,无工作经验,本科,少于50人,12.5,2.525728644308256,西安,民营公司,计算机软件,计算机软件
5508,2年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,互联网/电子商务,互联网/电子商务
5509,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5510,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5511,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5512,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5513,1年经验,中专,50-150人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5514,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5515,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5516,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5517,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5518,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5519,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5520,5年以上工作经验,无学历要求,10000人以上,35.0,3.555348061489413,其他,民营公司,计算机软件,计算机软件
5521,1年经验,大专,10000人以上,7.0,1.9459101490553128,南京,外资企业,互联网/电子商务,互联网/电子商务
5522,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5523,无工作经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5524,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5525,1年经验,大专,150-500人,18.0,2.8903717578961645,广州,民营公司,金融/投资/证券,金融/投资/证券
5526,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5527,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
5528,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5529,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5530,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5531,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5532,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5533,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5534,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5535,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5536,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5537,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5538,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5539,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5540,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5541,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
5542,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5543,1年经验,大专,500-1000人,5.25,1.6582280766035324,南京,民营公司,计算机软件,计算机软件
5544,1年经验,大专,500-1000人,5.0,1.6094379124341005,南京,民营公司,计算机软件,计算机软件
5545,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
5546,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
