,exp,edu,scale,industry,avgsalary,lnsalary,city,type
3854,2年经验,本科,150-500人,"物业管理/商业中心,房地产",5.25,1.6582280766035324,成都,国企
3855,1年经验,本科,500-1000人,电子技术/半导体/集成电路,10.416666666666668,2.3434070875143007,杭州,民营公司
3856,5-7年经验,本科,10000人以上,房地产,35.0,3.5553480614894135,深圳,上市公司
3857,2年经验,本科,150-500人,"金融/投资/证券,互联网/电子商务",11.5,2.4423470353692043,上海,民营公司
3858,无工作经验,大专,500-1000人,批发/零售,3.75,1.3217558399823195,其他,民营公司
3859,无工作经验,本科,500-1000人,交通/运输/物流,5.0,1.6094379124341003,广州,民营公司
3860,无工作经验,本科,50-150人,"计算机软件,金融/投资/证券",9.0,2.1972245773362196,北京,民营公司
3861,1年经验,大专,500-1000人,"互联网/电子商务,金融/投资/证券",4.0,1.3862943611198906,其他,民营公司
3862,1年经验,大专,少于50人,"计算机软件,互联网/电子商务",5.25,1.6582280766035324,深圳,民营公司
3863,无工作经验,无学历要求,150-500人,批发/零售,7.0,1.9459101490553132,杭州,民营公司
3864,3-4年经验,本科,50-150人,"通信/电信/网络设备,电子技术/半导体/集成电路",12.5,2.5257286443082556,南京,民营公司
3865,无工作经验,大专,1000-5000人,服装/纺织/皮革,6.0,1.791759469228055,北京,民营公司
3866,无工作经验,无学历要求,50-150人,交通/运输/物流,3.75,1.3217558399823195,成都,民营公司
3867,1年经验,本科,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",5.0,1.6094379124341003,南京,民营公司
3868,无工作经验,无学历要求,150-500人,金融/投资/证券,5.25,1.6582280766035324,其他,民营公司
3869,2年经验,大专,1000-5000人,"石油/化工/矿产/地质,农/林/牧/渔",5.0,1.6094379124341003,其他,上市公司
3870,2年经验,无学历要求,500-1000人,服装/纺织/皮革,5.25,1.6582280766035324,广州,民营公司
3871,无工作经验,本科,5000-10000人,"医疗设备/器械,医疗/护理/卫生",7.0,1.9459101490553132,其他,合资
3872,3-4年经验,本科,少于50人,"金融/投资/证券,互联网/电子商务",12.5,2.5257286443082556,深圳,民营公司
3873,3-4年经验,大专,1000-5000人,"网络游戏,互联网/电子商务",14.0,2.6390573296152584,其他,民营公司
3874,3-4年经验,本科,10000人以上,金融/投资/证券,7.0,1.9459101490553132,其他,上市公司
3875,无工作经验,本科,500-1000人,"计算机软件,教育/培训/院校",5.5,1.7047480922384253,其他,民营公司
3876,无工作经验,硕士,少于50人,建筑/建材/工程,14.583333333333334,2.6798793241355137,其他,民营公司
3877,2年经验,无学历要求,150-500人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324,杭州,民营公司
3878,无工作经验,本科,10000人以上,"电子技术/半导体/集成电路,新能源",12.5,2.5257286443082556,深圳,民营公司
3879,3-4年经验,大专,50-150人,贸易/进出口,8.75,2.169053700369523,深圳,外资企业
3880,1年经验,大专,150-500人,"电子技术/半导体/集成电路,批发/零售",5.0,1.6094379124341003,其他,民营公司
3882,3-4年经验,本科,10000人以上,房地产,19.5,2.970414465569701,深圳,国企
3883,8-9年经验,硕士,1000-5000人,"计算机软件,互联网/电子商务",30.0,3.4011973816621555,深圳,民营公司
3884,1年经验,本科,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",20.0,2.995732273553991,上海,民营公司
3885,无工作经验,本科,1000-5000人,"保险,金融/投资/证券",5.25,1.6582280766035324,成都,合资
3886,无工作经验,本科,1000-5000人,制药/生物工程,3.75,1.3217558399823195,其他,上市公司
3887,3-4年经验,本科,500-1000人,"计算机软件,仪器仪表/工业自动化",9.0,2.1972245773362196,其他,上市公司
3888,1年经验,大专,50-150人,"公关/市场推广/会展,广告",8.0,2.0794415416798357,上海,民营公司
3889,1年经验,大专,少于50人,计算机软件,4.5,1.5040773967762742,其他,民营公司
3890,3-4年经验,本科,150-500人,"电子技术/半导体/集成电路,通信/电信/网络设备",9.0,2.1972245773362196,北京,民营公司
3892,2年经验,大专,150-500人,机械/设备/重工,7.0,1.9459101490553132,上海,外资企业
3893,3-4年经验,本科,50-150人,"汽车及零配件,外包服务",12.5,2.5257286443082556,上海,外资企业
3894,2年经验,大专,150-500人,"原材料和加工,汽车及零配件",4.75,1.55814461804655,其他,外资企业
3895,1年经验,大专,150-500人,金融/投资/证券,9.0,2.1972245773362196,广州,民营公司
3896,2年经验,大专,150-500人,"物业管理/商业中心,建筑/建材/工程",8.5,2.1400661634962708,其他,民营公司
3897,无工作经验,硕士,150-500人,金融/投资/证券,12.0,2.4849066497880004,广州,合资
3898,3-4年经验,大专,1000-5000人,石油/化工/矿产/地质,8.5,2.1400661634962708,其他,民营公司
3899,2年经验,大专,150-500人,"服装/纺织/皮革,批发/零售",5.65,1.7316555451583497,其他,民营公司
3900,2年经验,大专,50-150人,互联网/电子商务,8.5,2.1400661634962708,合肥,民营公司
3901,1年经验,本科,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",5.25,1.6582280766035324,广州,民营公司
3902,3-4年经验,本科,150-500人,新能源,8.0,2.0794415416798357,其他,外资企业
3903,无工作经验,本科,1000-5000人,"计算机软件,互联网/电子商务",6.0,1.791759469228055,北京,上市公司
3904,无工作经验,无学历要求,150-500人,服装/纺织/皮革,5.25,1.6582280766035324,上海,外资企业
3905,2年经验,本科,150-500人,影视/媒体/艺术/文化传播,8.0,2.0794415416798357,成都,合资
3906,1年经验,大专,500-1000人,网络游戏,9.0,2.1972245773362196,深圳,上市公司
3907,1年经验,中专,1000-5000人,"通信/电信运营、增值服务,计算机软件",7.0,1.9459101490553132,合肥,外资企业
3909,1年经验,大专,150-500人,"环保,计算机软件",4.25,1.4469189829363254,其他,国企
3910,1年经验,大专,150-500人,制药/生物工程,3.75,1.3217558399823195,合肥,民营公司
3911,2年经验,本科,150-500人,网络游戏,15.0,2.70805020110221,深圳,民营公司
3912,2年经验,大专,5000-10000人,服装/纺织/皮革,5.5,1.7047480922384253,其他,民营公司
3913,无工作经验,无学历要求,1000-5000人,"服装/纺织/皮革,互联网/电子商务",7.0,1.9459101490553132,其他,合资
3914,1年经验,本科,150-500人,互联网/电子商务,7.0,1.9459101490553132,上海,民营公司
3915,无工作经验,无学历要求,150-500人,制药/生物工程,3.75,1.3217558399823195,其他,民营公司
3916,2年经验,大专,50-150人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,其他,民营公司
3917,3-4年经验,大专,50-150人,"公关/市场推广/会展,广告",9.0,2.1972245773362196,北京,民营公司
3919,1年经验,本科,150-500人,金融/投资/证券,3.5,1.252762968495368,其他,国企
3920,1年经验,大专,50-150人,"计算机软件,贸易/进出口",7.0,1.9459101490553132,深圳,民营公司
3921,1年经验,本科,150-500人,"互联网/电子商务,金融/投资/证券",10.0,2.302585092994046,杭州,民营公司
3922,无工作经验,大专,少于50人,"贸易/进出口,互联网/电子商务",5.0,1.6094379124341003,深圳,民营公司
3923,无工作经验,无学历要求,10000人以上,服装/纺织/皮革,5.25,1.6582280766035324,其他,上市公司
3924,无工作经验,大专,1000-5000人,互联网/电子商务,5.25,1.6582280766035324,杭州,民营公司
3925,无工作经验,本科,50-150人,互联网/电子商务,2.5,0.9162907318741551,其他,民营公司
3926,无工作经验,本科,500-1000人,"计算机软件,金融/投资/证券",12.5,2.5257286443082556,北京,国企
3927,无工作经验,中技,150-500人,"互联网/电子商务,家居/室内设计/装潢",3.75,1.3217558399823195,其他,民营公司
3928,无工作经验,无学历要求,500-1000人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553132,上海,民营公司
3929,3-4年经验,大专,少于50人,互联网/电子商务,5.0,1.6094379124341003,其他,上市公司
3930,5-7年经验,本科,1000-5000人,制药/生物工程,20.5,3.0204248861443626,广州,民营公司
3931,无工作经验,大专,50-150人,"计算机软件,互联网/电子商务",2.5,0.9162907318741551,成都,民营公司
3932,3-4年经验,本科,50-150人,"计算机软件,互联网/电子商务",14.5,2.6741486494265287,北京,民营公司
3935,无工作经验,无学历要求,500-1000人,"互联网/电子商务,交通/运输/物流",5.25,1.6582280766035324,南京,国企
3936,1年经验,大专,150-500人,金融/投资/证券,9.0,2.1972245773362196,广州,民营公司
3937,2年经验,本科,10000人以上,"互联网/电子商务,房地产",5.25,1.6582280766035324,其他,民营公司
3938,无工作经验,本科,1000-5000人,"学术/科研,检测，认证",10.416666666666668,2.3434070875143007,其他,国企
3939,无工作经验,中专,1000-5000人,"互联网/电子商务,银行",6.5,1.8718021769015913,合肥,民营公司
3940,无工作经验,无学历要求,150-500人,"服装/纺织/皮革,娱乐/休闲/体育",4.5,1.5040773967762742,广州,民营公司
3941,无工作经验,大专,150-500人,"专业服务(咨询、人力资源、财会),外包服务",4.75,1.55814461804655,广州,民营公司
3942,5-7年经验,本科,10000人以上,电子技术/半导体/集成电路,27.5,3.3141860046725258,深圳,外资企业
3943,1年经验,大专,50-150人,"互联网/电子商务,批发/零售",5.25,1.6582280766035324,其他,民营公司
3944,1年经验,大专,10000人以上,"金融/投资/证券,银行",7.0,1.9459101490553132,其他,上市公司
3945,3-4年经验,大专,500-1000人,"批发/零售,快速消费品(食品、饮料、化妆品)",3.75,1.3217558399823195,其他,民营公司
3946,2年经验,大专,50-150人,外包服务,5.25,1.6582280766035324,其他,外资企业
3947,无工作经验,中专,1000-5000人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",5.25,1.6582280766035324,其他,民营公司
3948,5-7年经验,本科,少于50人,互联网/电子商务,12.5,2.5257286443082556,上海,外资企业
3949,1年经验,本科,10000人以上,金融/投资/证券,10.416666666666668,2.3434070875143007,上海,上市公司
3950,1年经验,大专,10000人以上,多元化业务集团公司,7.0,1.9459101490553132,上海,上市公司
3951,无工作经验,无学历要求,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",6.0,1.791759469228055,其他,国企
3952,无工作经验,本科,1000-5000人,"银行,金融/投资/证券",16.5,2.803360380906535,北京,民营公司
3953,无工作经验,中专,500-1000人,"专业服务(咨询、人力资源、财会),银行",4.25,1.4469189829363254,合肥,民营公司
3954,3-4年经验,大专,10000人以上,"制药/生物工程,医疗/护理/卫生",5.0,1.6094379124341003,西安,上市公司
3956,无工作经验,大专,500-1000人,"通信/电信运营、增值服务,信托/担保/拍卖/典当",9.0,2.1972245773362196,武汉,合资
3958,3-4年经验,硕士,10000人以上,电子技术/半导体/集成电路,20.833333333333336,3.036554268074246,深圳,外资企业
3959,无工作经验,无学历要求,50-150人,"信托/担保/拍卖/典当,奢侈品/收藏品/工艺品/珠宝",22.5,3.1135153092103742,深圳,民营公司
3960,1年经验,大专,150-500人,环保,5.5,1.7047480922384253,其他,民营公司
3961,2年经验,大专,,"服装/纺织/皮革,制药/生物工程",20.833333333333336,3.036554268074246,上海,民营公司
3962,无工作经验,本科,150-500人,"计算机服务(系统、数据服务、维修),学术/科研",4.5,1.5040773967762742,深圳,国企
3963,无工作经验,无学历要求,10000人以上,"交通/运输/物流,互联网/电子商务",5.75,1.749199854809259,成都,民营公司
3964,无工作经验,大专,150-500人,外包服务,3.5,1.252762968495368,其他,民营公司
3965,3-4年经验,本科,500-1000人,银行,11.25,2.4203681286504293,其他,国企
3966,1年经验,大专,1000-5000人,"服装/纺织/皮革,批发/零售",5.75,1.749199854809259,其他,民营公司
3967,无工作经验,无学历要求,50-150人,"互联网/电子商务,批发/零售",12.5,2.5257286443082556,杭州,民营公司
3968,2年经验,无学历要求,500-1000人,服装/纺织/皮革,5.25,1.6582280766035324,杭州,民营公司
3969,无工作经验,中专,50-150人,互联网/电子商务,8.0,2.0794415416798357,其他,民营公司
3970,无工作经验,硕士,少于50人,互联网/电子商务,5.25,1.6582280766035324,其他,民营公司
3971,1年经验,大专,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,深圳,国企
3972,无工作经验,本科,150-500人,计算机软件,10.5,2.3513752571634776,成都,民营公司
3973,2年经验,无学历要求,50-150人,互联网/电子商务,6.5,1.8718021769015913,广州,民营公司
3974,5-7年经验,硕士,1000-5000人,"通信/电信/网络设备,计算机软件",17.5,2.8622008809294686,北京,国企
3975,3-4年经验,本科,150-500人,"通信/电信/网络设备,计算机服务(系统、数据服务、维修)",9.5,2.2512917986064953,北京,上市公司
3976,3-4年经验,无学历要求,150-500人,医疗/护理/卫生,9.0,2.1972245773362196,北京,民营公司
3977,1年经验,本科,1000-5000人,"互联网/电子商务,酒店/旅游",10.5,2.3513752571634776,上海,上市公司
3978,无工作经验,大专,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",6.25,1.8325814637483102,北京,民营公司
3979,2年经验,大专,150-500人,金融/投资/证券,17.5,2.8622008809294686,上海,民营公司
3980,无工作经验,大专,50-150人,快速消费品(食品、饮料、化妆品),6.5,1.8718021769015913,上海,合资
3981,无工作经验,大专,500-1000人,"批发/零售,制药/生物工程",3.75,1.3217558399823195,北京,民营公司
3982,1年经验,本科,10000人以上,"制药/生物工程,医疗设备/器械",8.0,2.0794415416798357,北京,国企
3983,1年经验,本科,10000人以上,"制药/生物工程,医疗设备/器械",8.0,2.0794415416798357,北京,国企
3984,3-4年经验,本科,150-500人,"计算机服务(系统、数据服务、维修),交通/运输/物流",11.0,2.3978952727983707,其他,国企
3985,5-7年经验,本科,150-500人,金融/投资/证券,17.5,2.8622008809294686,杭州,合资
3986,无工作经验,本科,150-500人,教育/培训/院校,5.0,1.6094379124341003,广州,民营公司
3987,1年经验,大专,少于50人,服装/纺织/皮革,7.0,1.9459101490553132,杭州,民营公司
